Наименование;Наименование артикула;Код артикула;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Адрес видео на YouTube или Vimeo;Дополнительные параметры;Производитель;Программная платформа;Тип корпуса;Кол-во SIM-карт;Размер экрана;Объем встроенной памяти;Материал;Сенсорный экран;Кол-во мегапикселов камеры;Разрешение камеры;Вес;Цвет;Изображения
!!!!!CCR07;;;;;;;;;;;;1;;;;;;;10754;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CCR07-blue;;;RUB;890;1;0;0;0;;;;1;CCR07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccr07-blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046837b.jpg
!!!!!CCR10;;;;;;;;;;;;1;;;;;;;10737;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CCR10-blue;;;RUB;990;1;0;0;0;;;;1;CCR10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccr10-blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046776b.jpg
!!!!!CCST07;;;;;;;;;;;;1;;;;;;;9725;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CCST07-bl;;;RUB;1490;1;0;0;0;;;;1;CCST07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccst07-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047917b.jpg
Чехол для планшетного компьютера Vivacase VUC-CCST07-w;;;RUB;1490;1;0;0;0;;;;1;CCST07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccst07-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047918b.jpg
!!!!!CCW07;;;;;;;;;;;;1;;;;;;;10733;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CCW07-bl;;;RUB;1190;1;0;0;0;;;;1;CCW07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccw07-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046834b.jpg
Чехол для планшетного компьютера Vivacase VUC-CCW07-w;;;RUB;1190;1;0;0;0;;;;1;CCW07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccw07-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046835b.jpg
!!!!!CCW10;;;;;;;;;;;;1;;;;;;;10739;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CCW10-bl;;;RUB;1390;1;0;0;0;;;;1;CCW10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccw10-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046774b.jpg
Чехол для планшетного компьютера Vivacase VUC-CCW10-w;;;RUB;1390;1;0;0;0;;;;1;CCW10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-ccw10-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046868b.jpg
!!!!!CDG07;;;;;;;;;;;;1;;;;;;;11118;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CDG07;;;RUB;790;1;0;0;0;;;;1;CDG07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cdg07;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046843b.jpg
!!!!!CDG10;;;;;;;;;;;;1;;;;;;;10768;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CDG10;;;RUB;890;1;0;0;0;;;;1;CDG10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cdg10;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046822b.jpg
!!!!!CFST07;;;;;;;;;;;;1;;;;;;;5997;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CFST07-bl;;;RUB;1490;1;0;0;0;;;;1;CFST07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cfst07-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047919b.jpg
!!!!!CGL07;;;;;;;;;;;;1;;;;;;;10752;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CGL07-bl;;;RUB;790;1;0;0;0;;;;1;CGL07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cgl07-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046844b.jpg
!!!!!CGL10;;;;;;;;;;;;1;;;;;;;10759;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CGL10-bl;;;RUB;890;1;0;0;0;;;;1;CGL10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cgl10-bl;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046823b.jpg
!!!!!CJ010;;;;;;;;;;;;1;;;;;;;6366;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CJ010-gr;;;RUB;790;1;0;0;0;;;;1;CJ010;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cj010-gr;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046826b.jpg
!!!!!CLC10;;;;;;;;;;;;1;;;;;;;10756;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CLC10-blue;;;RUB;790;1;0;0;0;;;;1;CLC10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-clc10-blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046824b.jpg
!!!!!CLN010;;;;;;;;;;;;1;;;;;;;10735;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CLN010-green;;;RUB;990;1;0;0;0;;;;1;CLN010;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cln010-green;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046779b.jpg
!!!!!CLN07;;;;;;;;;;;;1;;;;;;;10769;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CLN07-green;;;RUB;890;1;0;0;0;;;;1;CLN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cln07-green;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046840b.jpg
!!!!!CMN07;;;;;;;;;;;;1;;;;;;;6364;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CMN07-r;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-r;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046849b.jpg
Чехол для планшетного компьютера Vivacase VUC-CMN07-w;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046852b.jpg
Чехол для планшетного компьютера Vivacase VUC-CMN07-blue;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046853b.jpg
Чехол для планшетного компьютера Vivacase VUC-CMN07-gr;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-gr;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046854b.jpg
Чехол для планшетного компьютера Vivacase VUC-CMN07-br;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-br;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046850b.jpg
Чехол для планшетного компьютера Vivacase VUC-CMN07-green;;;RUB;590;1;0;0;0;;;;1;CMN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cmn07-green;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046851b.jpg
!!!!!CPR07;;;;;;;;;;;;1;;;;;;;10764;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CPR07-br;;;RUB;890;1;0;0;0;;;;1;CPR07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cpr07-br;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046839b.jpg
!!!!!CPR10;;;;;;;;;;;;1;;;;;;;5809;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CPR10-br;;;RUB;990;1;0;0;0;;;;1;CPR10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cpr10-br;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046778b.jpg
!!!!!CST07;;;;;;;;;;;;1;;;;;;;10747;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CST07-r;;;RUB;790;1;0;0;0;;;;1;CST07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cst07-r;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046842b.jpg
Чехол для планшетного компьютера Vivacase VUC-CST07-w;;;RUB;790;1;0;0;0;;;;1;CST07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cst07-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046841b.jpg
!!!!!CST10;;;;;;;;;;;;1;;;;;;;10761;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CST10-r;;;RUB;890;1;0;0;0;;;;1;CST10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cst10-r;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046821b.jpg
Чехол для планшетного компьютера Vivacase VUC-CST10-w;;;RUB;890;1;0;0;0;;;;1;CST10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cst10-w;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046820b.jpg
!!!!!CVN07;;;;;;;;;;;;1;;;;;;;5813;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CVN07-gr;;;RUB;890;1;0;0;0;;;;1;CVN07;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cvn07-gr;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046838b.jpg
!!!!!CVN10;;;;;;;;;;;;1;;;;;;;10741;;;;;;;;;;;;;;;
Чехол для планшетного компьютера Vivacase VUC-CVN10-gr;;;RUB;990;1;0;0;0;;;;1;CVN10;;;;;;chehol_dlya_planshetnogo_kompyutera_vivacase_vuc-cvn10-gr;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046777b.jpg
!!Защитные стекла;;;;;;;;;;;;1;;;;;;;2090;;;;;;;;;;;;;;;
Защитное стекло для iPad InterStep iPad mini 4;;;RUB;1190;1;0;0;0;;;;1;Защитные стекла;;;;;;zaschitnoe_steklo_dlya_ipad_interstep_ipad_mini_4;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043777b.jpg
Защитное стекло для iPad InterStep iPad Air;;;RUB;990;1;0;0;0;;;;1;Защитные стекла;;;;;;zaschitnoe_steklo_dlya_ipad_interstep_ipad_air;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50041623b.jpg
!!Защитные пленки;;;;;;;;;;;;1;;;;;;;1110;;;;;;;;;;;;;;;
Плёнка для планшетного компьютера InterStep Samsung Tab A 10.1;;;RUB;590;1;0;0;0;;;;1;Защитные пленки;;;;;;plenka_dlya_planshetnogo_kompyutera_interstep_samsung_tab_a_10_1;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046753b.jpg
Плёнка для планшетного компьютера InterStep 21435;;;RUB;590;1;0;0;0;;;;1;Защитные пленки;;;;;;plenka_dlya_planshetnogo_kompyutera_interstep_21435;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50037862b.jpg
!!Адаптеры-переходники;;;;;;;;;;;;1;;;;;;;1112;;;;;;;;;;;;;;;
!!!Apple;;;;;;;;;;;;1;;;;;;;9683;;;;;;;;;;;;;;;
Переходник Apple USB-C Digital AV Multiport Adapter;;;RUB;5490;1;0;0;0;;;;1;Apple;;;;;;perehodnik_apple_usb-c_digital_av_multiport_adapter;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50042931b.jpg
Переходник Apple USB-C to USB Adapter;;;RUB;1590;1;0;0;0;;;;1;Apple;;;;;;perehodnik_apple_usb-c_to_usb_adapter;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50042932b.jpg
Переходник Apple Lightning Digital AV Adapter;;;RUB;3690;1;0;0;0;;;;1;Apple;;;;;;perehodnik_apple_lightning_digital_av_adapter;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30016898b.jpg
Переходник Apple Lightning to SD Card Camera Reader;;;RUB;2390;1;0;0;0;;;;1;Apple;;;;;;perehodnik_apple_lightning_to_sd_card_camera_reader;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044278b.jpg
!!!PNY;;;;;;;;;;;;1;;;;;;;9353;;;;;;;;;;;;;;;
Переходник PNY Mini DisplayPort to HDMI;;;RUB;990;1;0;0;0;;;;1;PNY;;;;;;perehodnik_pny_mini_displayport_to_hdmi;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044102b.jpg
!!!WOLT;;;;;;;;;;;;1;;;;;;;6646;;;;;;;;;;;;;;;
Переходник для планшетного компьютера WOLT WOTG1;;;RUB;690;1;0;0;0;;;;1;WOLT;;;;;;perehodnik_dlya_planshetnogo_kompyutera_wolt_wotg1;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50042538b.jpg
!!Клавиатуры;;;;;;;;;;;;1;;;;;;;1221;;;;;;;;;;;;;;;
!!!Apple;;;;;;;;;;;;1;;;;;;;8359;;;;;;;;;;;;;;;
!!!!Smart;;;;;;;;;;;;1;;;;;;;8360;;;;;;;;;;;;;;;
Клавиатура для iPad Apple Smart Keyboard 9.7-inch iPad Pro Ru MNKR2RS/A;;;RUB;12390;1;0;0;0;;;;1;Smart;;;;;;klaviatura_dlya_ipad_apple_smart_keyboard_9_7-inch_ipad_pro_ru_mnkr2rs_a;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047312b.jpg
Клавиатура для iPad Apple Smart Keyboard 9.7-inch iPad Pro English;;;RUB;11790;1;0;0;0;;;;1;Smart;;;;;;klaviatura_dlya_ipad_apple_smart_keyboard_9_7-inch_ipad_pro_english;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50045146b.jpg
Клавиатура для iPad Apple Smart Keyboard 12.9-inch iPad ProRu MNKT2RS/A;;;RUB;13990;1;0;0;0;;;;1;Smart;;;;;;klaviatura_dlya_ipad_apple_smart_keyboard_12_9-inch_ipad_proru_mnkt2rs_a;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047313b.jpg
!!!!iPad;;;;;;;;;;;;1;;;;;;;10481;;;;;;;;;;;;;;;
Клавиатура для iPad Apple iPad Pro Smart Keyboard;;;RUB;10990;1;0;0;0;;;;1;iPad;;;;;;klaviatura_dlya_ipad_apple_ipad_pro_smart_keyboard;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044281b.jpg
!!!Logitech;;;;;;;;;;;;1;;;;;;;8230;;;;;;;;;;;;;;;
Клавиатура для микрокомпьютера Logitech K480;;;RUB;3190;1;0;0;0;;;;1;Logitech;;;;;;klaviatura_dlya_mikrokompyutera_logitech_k480;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50041596b.jpg
Клавиатура для микрокомпьютера Logitech K380 Dark Gray;;;RUB;2990;1;0;0;0;;;;1;Logitech;;;;;;klaviatura_dlya_mikrokompyutera_logitech_k380_dark_gray;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044074b.jpg
!!Стилусы;;;;;;;;;;;;1;;;;;;;3010;;;;;;;;;;;;;;;
Стилус Apple Pencil;;;RUB;8490;1;0;0;0;;;;1;Стилусы;;;;;;stilus_apple_pencil;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043834b.jpg
Стилус Cellular Line ERGOPENK;;;RUB;590;1;0;0;0;;;;1;Стилусы;;;;;;stilus_cellular_line_ergopenk;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043124b.jpg
!Компьютерные аксессуары;;;;;;;;;;;;1;;;;;;;24;;;;;;;;;;;;;;;
!!Проводные мыши;;;;;;;;;;;;1;;;;;;;843;;;;;;;;;;;;;;;
Мышь проводная Lenovo M3803 Black;;;RUB;790;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_lenovo_m3803_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044970b.jpg
Мышь проводная Genius NetScroll 120/V2 USB Black;;;RUB;690;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_genius_netscroll_120_v2_usb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046487b.jpg
Мышь проводная Genius XScroll V3 USB G5 Black;;;RUB;590;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_genius_xscroll_v3_usb_g5_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046488b.jpg
Мышь проводная A4Tech N-60F-2;;;RUB;790;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_a4tech_n-60f-2;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50036373b.jpg
Мышь проводная Rapoo N1162 Black;;;RUB;590;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_rapoo_n1162_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043757b.jpg
Мышь проводная HP X1500;;;RUB;690;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_hp_x1500;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044990b.jpg
Мышь проводная Microsoft Optical 200;;;RUB;670;1;0;0;0;;;;1;Проводные мыши;;;;;;mysh_provodnaya_microsoft_optical_200;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50040752b.jpg
!!Беспроводные мыши;;;;;;;;;;;;1;;;;;;;453;;;;;;;;;;;;;;;
!!!Apple;;;;;;;;;;;;1;;;;;;;8259;;;;;;;;;;;;;;;
Мышь беспроводная Apple Magic Mouse 2;;;RUB;5990;1;0;0;0;;;;1;Apple;;;;;;mysh_besprovodnaya_apple_magic_mouse_2;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043832b.jpg
Трэкпад Apple Magic Trackpad 2;;;RUB;9590;1;0;0;0;;;;1;Apple;;;;;;trekpad_apple_magic_trackpad_2;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043831b.jpg
!!!Defender;;;;;;;;;;;;1;;;;;;;5649;;;;;;;;;;;;;;;
Мышь беспроводная Defender Pulsar MM-655 Nano;;;RUB;690;1;0;0;0;;;;1;Defender;;;;;;mysh_besprovodnaya_defender_pulsar_mm-655_nano;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046545b.jpg
Мышь беспроводная Defender Magnifico MM-555 Nano;;;RUB;780;1;0;0;0;;;;1;Defender;;;;;;mysh_besprovodnaya_defender_magnifico_mm-555_nano;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046541b.jpg
Мышь беспроводная Defender Dacota MS-155 Nano;;;RUB;690;1;0;0;0;;;;1;Defender;;;;;;mysh_besprovodnaya_defender_dacota_ms-155_nano;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046538b.jpg
!!!HP;;;;;;;;;;;;1;;;;;;;5008;;;;;;;;;;;;;;;
Мышь беспроводная HP Wireless Mouse X4500 Black;;;RUB;1990;1;0;0;0;;;;1;HP;;;;;;mysh_besprovodnaya_hp_wireless_mouse_x4500_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50039377b.jpg
Мышь беспроводная HP X3000;;;RUB;990;1;0;0;0;;;;1;HP;;;;;;mysh_besprovodnaya_hp_x3000;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046286b.jpg
Мышь беспроводная HP X3500 Black;;;RUB;990;1;0;0;0;;;;1;HP;;;;;;mysh_besprovodnaya_hp_x3500_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043252b.jpg
!!!Intro;;;;;;;;;;;;1;;;;;;;9065;;;;;;;;;;;;;;;
Мышь беспроводная Intro MW207 Black;;;RUB;1090;1;0;0;0;;;;1;Intro;;;;;;mysh_besprovodnaya_intro_mw207_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046376b.jpg
Мышь беспроводная Intro MW108;;;RUB;690;1;0;0;0;;;;1;Intro;;;;;;mysh_besprovodnaya_intro_mw108;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046374b.jpg
!!!Lenovo;;;;;;;;;;;;1;;;;;;;5545;;;;;;;;;;;;;;;
!!!!300;;;;;;;;;;;;1;;;;;;;6958;;;;;;;;;;;;;;;
Мышь беспроводная Lenovo 300 Black;;;RUB;990;1;0;0;0;;;;1;300;;;;;;mysh_besprovodnaya_lenovo_300_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046741b.jpg
!!!!500;;;;;;;;;;;;1;;;;;;;5879;;;;;;;;;;;;;;;
Мышь беспроводная Lenovo 500 Silver;;;RUB;1190;1;0;0;0;;;;1;500;;;;;;mysh_besprovodnaya_lenovo_500_silver;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046742b.jpg
Мышь беспроводная Lenovo 500 Black;;;RUB;1190;1;0;0;0;;;;1;500;;;;;;mysh_besprovodnaya_lenovo_500_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046729b.jpg
Мышь беспроводная Lenovo 500 Orange;;;RUB;1290;1;0;0;0;;;;1;500;;;;;;mysh_besprovodnaya_lenovo_500_orange;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50049153b.jpg
Мышь беспроводная Lenovo 500 Blue;;;RUB;1290;1;0;0;0;;;;1;500;;;;;;mysh_besprovodnaya_lenovo_500_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50049152b.jpg
!!!!N3903;;;;;;;;;;;;1;;;;;;;6389;;;;;;;;;;;;;;;
Мышь беспроводная Lenovo N3903 Cherry Red;;;RUB;1190;1;0;0;0;;;;1;N3903;;;;;;mysh_besprovodnaya_lenovo_n3903_cherry_red;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50049154b.jpg
Мышь беспроводная Lenovo N3903 Peony Pink;;;RUB;860;1;0;0;0;;;;1;N3903;;;;;;mysh_besprovodnaya_lenovo_n3903_peony_pink;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044814b.jpg
Мышь беспроводная Lenovo N3903 Coral Blue;;;RUB;930;1;0;0;0;;;;1;N3903;;;;;;mysh_besprovodnaya_lenovo_n3903_coral_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044815b.jpg
!!!!N3903A;;;;;;;;;;;;1;;;;;;;11172;;;;;;;;;;;;;;;
Мышь беспроводная Lenovo N3903A Metal;;;RUB;1190;1;0;0;0;;;;1;N3903A;;;;;;mysh_besprovodnaya_lenovo_n3903a_metal;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50049155B.jpg
!!!!N3903А;;;;;;;;;;;;1;;;;;;;5546;;;;;;;;;;;;;;;
Мышь беспроводная Lenovo N3903А Black;;;RUB;650;1;0;0;0;;;;1;N3903А;;;;;;mysh_besprovodnaya_lenovo_n3903a_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044813b.jpg
!!!Logitech;;;;;;;;;;;;1;;;;;;;5282;;;;;;;;;;;;;;;
Мышь беспроводная Logitech MX Anywhere 2;;;RUB;3990;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_mx_anywhere_2;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043300b.jpg
Мышь беспроводная Logitech MX Master;;;RUB;5990;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_mx_master;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043023b.jpg
Мышь беспроводная Logitech M720 Triathlon 910-004791;;;RUB;3890;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m720_triathlon_910-004791;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50048744b.jpg
Мышь беспроводная Logitech M217 Black;;;RUB;890;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m217_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50046617b.jpg
Мышь беспроводная Logitech M510;;;RUB;2590;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m510;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50036227b.jpg
Мышь беспроводная Logitech M185 Swift Grey;;;RUB;880;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m185_swift_grey;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50036808b.jpg
Мышь беспроводная Logitech M235 Gray;;;RUB;1290;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m235_gray;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50047147b.jpg
Мышь беспроводная Logitech M235 Red;;;RUB;1190;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m235_red;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044991b.jpg
Мышь беспроводная Logitech M535 Gray;;;RUB;2590;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m535_gray;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044076b.jpg
Мышь беспроводная Logitech M535 Blue;;;RUB;2790;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m535_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044077b.jpg
Мышь беспроводная Logitech M280 Black;;;RUB;990;1;0;0;0;;;;1;Logitech;;;;;;mysh_besprovodnaya_logitech_m280_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50045850b.jpg
!!!Rapoo;;;;;;;;;;;;1;;;;;;;5108;;;;;;;;;;;;;;;
Мышь беспроводная Rapoo 1090p Lite White;;;RUB;790;1;0;0;0;;;;1;Rapoo;;;;;;mysh_besprovodnaya_rapoo_1090p_lite_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50037605b.jpg
Мышь беспроводная Rapoo M10 White;;;RUB;690;1;0;0;0;;;;1;Rapoo;;;;;;mysh_besprovodnaya_rapoo_m10_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50043740b.jpg
Мышь беспроводная Rapoo M10 Black;;;RUB;690;1;0;0;0;;;;1;Rapoo;;;;;;mysh_besprovodnaya_rapoo_m10_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50042842b.jpg
!!!SPEEDLINK;;;;;;;;;;;;1;;;;;;;5471;;;;;;;;;;;;;;;
Мышь беспроводная SPEEDLINK MICU Black;;;RUB;990;1;0;0;0;;;;1;SPEEDLINK;;;;;;mysh_besprovodnaya_speedlink_micu_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/50044500b.jpg
