Наименование;Наименование артикула;Код артикула;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Адрес видео на YouTube или Vimeo;Дополнительные параметры;Производитель;Программная платформа;Тип корпуса;Кол-во SIM-карт;Размер экрана;Объем встроенной памяти;Материал;Сенсорный экран;Кол-во мегапикселов камеры;Разрешение камеры;Вес;Цвет;Изображения
Смартфон Apple iPhone 8 256Gb Silver (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;62330;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 4.7", разрешение 1334x750<br>камера 12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 148 г, ШxВxТ 67.30x138.40x7.30 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8;;;;;;14386;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8/Silver/img.jpg
Смартфон Apple iPhone 8 256Gb Silver (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;59620;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 4.7", разрешение 1334x750<br>камера 12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 148 г, ШxВxТ 67.30x138.40x7.30 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8;;;;;;14386;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8/Silver/img.jpg
Смартфон Apple iPhone 8 256Gb Gold (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;62330;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 4.7", разрешение 1334x750<br>камера 12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 148 г, ШxВxТ 67.30x138.40x7.30 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8;;;;;;14388;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8/Gold/img.jpg
Смартфон Apple iPhone 8 256Gb Gold (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;59620;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 4.7", разрешение 1334x750<br>камера 12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 148 г, ШxВxТ 67.30x138.40x7.30 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8;;;;;;14388;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8/Gold/img.jpg
!!!iPhone 8 Plus;;;;;;;;;;;;1;;;;;;;10794;;;;;;;;;;;;;;;
Смартфон Apple iPhone 8 Plus 64Gb Space Gray (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;58880;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14389;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/SpaceGray/img.jpg
Смартфон Apple iPhone 8 Plus 64Gb Space Gray (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;56320;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14389;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/SpaceGray/img.jpg
Смартфон Apple iPhone 8 Plus 64Gb Silver (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;58880;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14391;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Silver/img.jpg
Смартфон Apple iPhone 8 Plus 64Gb Silver (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;56320;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14391;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Silver/img.jpg
Смартфон Apple iPhone 8 Plus 64Gb Gold (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;58880;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14393;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Gold/img.jpg
Смартфон Apple iPhone 8 Plus 64Gb Gold (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;56320;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14393;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Gold/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Space Gray (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;73025;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14390;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/SpaceGray/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Space Gray (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;69850;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14390;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/SpaceGray/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Silver (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;73025;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14392;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Silver/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Silver (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;69850;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14392;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Silver/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Gold (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;73025;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14394;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Gold/img.jpg
Смартфон Apple iPhone 8 Plus 256Gb Gold (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;69850;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 11<br>экран 5.5", разрешение 1920x1080<br>двойная камера 12/12 МП, автофокус, F/1.8<br>3G, 4G LTE, LTE-A, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>вес 202 г, ШxВxТ 78.10x158.40x7.50 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;iPhone 8 Plus;;;;;;14394;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/8Plus/Gold/img.jpg
!!!iPhone SE;;;;;;;;;;;;1;;;;;;;10730;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;10892;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 16Gb Space Gray (восстановлен);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;16335;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14525;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 16Gb Space Gray (восстановлен);cамовывоз Москва (курьерская доставка: +400₽);;RUB;15190;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14525;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 16Gb Space Gray (как новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;19780;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14658;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 16Gb Space Gray (как новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;18920;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14658;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 16Gb Silver (восстановлен);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;16335;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14527;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
Смартфон Apple iPhone SE 16Gb Silver (восстановлен);cамовывоз Москва (курьерская доставка: +400₽);;RUB;15190;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14527;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
Смартфон Apple iPhone SE 16Gb Silver (как новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;19780;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14659;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
Смартфон Apple iPhone SE 16Gb Silver (как новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;18920;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14659;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
Смартфон Apple iPhone SE 16Gb Gold (восстановлен);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;16335;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14529;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb Gold (восстановлен);cамовывоз Москва (курьерская доставка: +400₽);;RUB;15190;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14529;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb Gold (как новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;19780;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14660;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb Gold (как новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;18920;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14660;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb Rose Gold (восстановлен);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;16335;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14531;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/RoseGold/img.jpg
Смартфон Apple iPhone SE 16Gb Rose Gold (восстановлен);cамовывоз Москва (курьерская доставка: +400₽);;RUB;15190;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, без официальной гарантии производителя в РФ</strong></font>;;1;16Gb;;;;;;14531;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/RoseGold/img.jpg
Смартфон Apple iPhone SE 16Gb Rose Gold (как новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;19780;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14661;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/RoseGold/img.jpg
Смартфон Apple iPhone SE 16Gb Rose Gold (как новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;18920;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: восстановлен до состояния нового, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;16Gb;;;;;;14661;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/RoseGold/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;10731;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 32Gb Space Gray (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;21275;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;32Gb;;;;;;14339;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 32Gb Space Gray (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;20350;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;32Gb;;;;;;14339;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/SpaceGray/img.jpg
Смартфон Apple iPhone SE 32Gb Silver (новый);cамовывоз Регионы (курьерская доставка: +300₽);;RUB;21275;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;32Gb;;;;;;14341;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
Смартфон Apple iPhone SE 32Gb Silver (новый);cамовывоз Москва (курьерская доставка: +400₽);;RUB;20350;1;0;0;10;;<font maxId="4"><strong>﻿смартфон, iOS 10<br>экран 4", разрешение 1136x640<br>камера 12 МП, автофокус, F/2.2<br>3G, 4G LTE, Wi-Fi, Bluetooth, NFC, GPS, ГЛОНАСС<br>объем оперативной памяти 2 Гб<br>аккумулятор 1624 мА?ч<br>вес 113 г, ШxВxТ 58.60x123.80x7.60 мм<br><br>Доп. информация о товаре: новый, с полной официальной гарантией производителя 1 год в РФ</strong></font>;;1;32Gb;;;;;;14341;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/iSPARK/master/images/Apple/iPhone/SE/Silver/img.jpg
